symbol,name,nameid,rank,price_usd,percent_change_24h,percent_change_1h,percent_change_7d,price_btc,market_cap_usd,volume24,volume24a,csupply,tsupply,msupply,timestamp
BTM,Bytom,bytom,60,0.10391800000000001,7.38,0.84,-5.21,1e-05,1.0417799876e+08,9.20145690725034e+07,1.014679347182778e+08,1.002499275e+09,1407000000,1.407e+09,2020-02-18T23:31:28.000Z
DGD,DigixDAO,digixdao,61,50.98,9.46,0.77,24.27,0.005014,1.0196557528e+08,2.6505346103061563e+06,2.714768717017403e+06,2e+06,2000000,2e+06,2020-02-18T23:31:28.000Z
THETA,Theta Token,theta-token,62,0.143151,6.17,2.5,13.99,1.4000000000000001e-05,1.0113669515e+08,1.010618319322938e+07,9.457689943035942e+06,7.06502689e+08,1000000000,NaN,2020-02-18T23:31:28.000Z
DGB,Digibyte,digibyte,63,0.007642,1.91,0.09,4.8,7.520000000000001e-07,9.753609835e+07,1.2414308912329266e+06,1.184181767028628e+06,1.2763432261e+10,12763432261,2.1e+10,2020-02-18T23:31:28.000Z
VSYS,V Systems,v-systems,64,0.052867,7.59,0.73,16.66,5e-06,9.457009344e+07,6.148282834030841e+06,7.362108847024895e+06,1.788818695e+09,5217805440,NaN,2020-02-18T23:31:28.000Z
KMD,Komodo,komodo,65,0.803068,4.94,0.61,-8.52,7.900000000000001e-05,9.286869632e+07,3.5580852625989486e+06,4.0660905188059555e+06,1.15642437e+08,115642437,2e+08,2020-02-18T23:31:28.000Z
BTS,BitShares,bitshares,66,0.033623,1.7,0.89,-1.19,3e-06,9.215755644e+07,1.5917356675387148e+07,2.278483438981803e+07,2.74091e+09,2740910000,3.600570502e+09,2020-02-18T23:31:28.000Z
MCO,Crypto.com,monaco,67,5.8,6.37,0.77,-2.43,0.00057,9.159755174e+07,1.9084246529606953e+07,2.6786414910115857e+07,1.5793831e+07,31587682,3.1587682363206103e+07,2020-02-18T23:31:28.000Z
ALGO,Algorand,algorand,68,0.351989,8.4,2.05,-1.54,3.5e-05,9.1255489e+07,6.5259704416745685e+07,7.472313838057639e+07,2.59256762e+08,2588969743,NaN,2020-02-18T23:31:28.000Z
HC,HyperCash,hypercash,69,2.09,8.17,-0.07,-4.85,0.000206,9.102048686e+07,2.6994812187883793e+06,4.298960822917315e+06,4.3529781e+07,43529781,8.4e+07,2020-02-18T23:31:28.000Z
ZEN,Horizen,zencash,70,12.55,1.56,0.65,6.44,0.001234,9.016448685e+07,1.8126526615771744e+06,1.5619140865475065e+06,7.185725e+06,7185725,2.1e+07,2020-02-18T23:31:28.000Z
STEEM,STEEM,steem,71,0.25579,16.96,1.1,22.59,2.5e-05,8.757145017e+07,2.861035985259002e+06,1.891181359333695e+06,3.42356149e+08,342356149,NaN,2020-02-18T23:31:28.000Z
IOST,IOStoken,iostoken,72,0.006814,4.33,0.25,-5.31,6.7e-07,8.186348181e+07,4.0926576898293965e+07,5.877486720710997e+07,1.2013965609e+10,21000000000,2.1e+10,2020-02-18T23:31:28.000Z
XVG,Verge,verge,73,0.004983,4.2,0.27,0.65,4.9e-07,7.923591582e+07,2.3781867130170576e+06,2.841551784839198e+06,1.5900663549e+10,15900663549,1.6555e+10,2020-02-18T23:31:28.000Z
KNC,Kyber Network,kyber-network,74,0.471595,11.6,0.72,34.78,4.6e-05,7.916417108e+07,2.3088330740747318e+07,1.5500866103497528e+07,1.67864614e+08,215625349,2.26e+08,2020-02-18T23:31:28.000Z
DAI,Dai,dai,75,0.999559,0.06,-0.04,-0.2,9.8e-05,7.822808574e+07,1.8207376614617806e+07,2.132256029391787e+07,7.8262606e+07,78262606,NaN,2020-02-18T23:31:28.000Z
SNT,Status Network Token,status,76,0.020836,11.71,1.76,22.17,2e-06,7.230967588e+07,3.1834422311666384e+07,3.075556206511674e+07,3.470483788e+09,6804870174,NaN,2020-02-18T23:31:28.000Z
GNT,Golem,golem-network-tokens,77,0.074347,8.87,0.75,37.77,7.000000000000001e-06,7.170372891e+07,5.469478780293635e+06,5.329015708691244e+06,9.6445e+08,1000000000,NaN,2020-02-18T23:31:28.000Z
DX,DxChain Token,dxchain-token,78,0.001513,13.09,0.33,37.65,1.49e-07,6.999690133e+07,2.5833554658310777e+06,2.2084113815666996e+06,4.625e+10,100000000000,NaN,2020-02-18T23:31:28.000Z
MANA,Decentraland,decentraland,79,0.065743,16.85,-1.07,11.96,6e-06,6.903971483e+07,4.095583646905172e+07,3.2406314079887375e+07,1.050141509e+09,2644403343,NaN,2020-02-18T23:31:28.000Z
ARDR,Ardor,ardor,80,0.06871100000000001,11.5,-0.07,11.55,7.000000000000001e-06,6.864203356e+07,813130.8694542161,695862.5099316634,9.98999495e+08,998999495,9.98999495e+08,2020-02-18T23:31:28.000Z
ELF,aelf,aelf,81,0.13698,4.95,0.87,42.38,1.3000000000000001e-05,6.845986807e+07,6.989193682430995e+07,1.006350048680307e+08,4.9978e+08,499780000,1e+09,2020-02-18T23:31:28.000Z
ZIL,Zilliqa,zilliqa,82,0.007840999999999999,6.19,0.17,3.69,7.709999999999999e-07,6.81160979e+07,1.3498483625805994e+07,1.7190879850771297e+07,8.687360058e+09,12600000000,NaN,2020-02-18T23:31:28.000Z
SEELE,Seele,seele,83,0.090769,-0.99,0.63,-6.83,9e-06,6.288245669e+07,3.004519112165551e+07,3.011157366476956e+07,6.92776387e+08,1000000000,NaN,2020-02-18T23:31:28.000Z
AE,Aeternity,aeternity,84,0.21675,5.44,1.04,-6.13,2.1e-05,6.076221597e+07,2.1968847086160753e+07,2.091986255087694e+07,2.80333087e+08,280333087,NaN,2020-02-18T23:31:28.000Z
ZB,ZB,zb,85,0.340862,3.12,0.27,-3.8,3.4e-05,5.562825189e+07,3.894437673812104e+07,2.9927134918122064e+07,1.6319881e+08,2100000000,NaN,2020-02-18T23:31:28.000Z
RLC,iExec RLC,rlc,86,0.688094,9.35,-0.45,-3.34,6.8e-05,5.50962357e+07,882614.9641355427,501701.45361364144,8.0070793e+07,86999785,8.7e+07,2020-02-18T23:31:28.000Z
NPXS,Pundi X,pundi-x,87,0.00023199999999999997,2.39,0.45,32.75,2.28e-08,5.462188182e+07,2.9120536941904966e+06,3.301116363751807e+06,2.35171468515e+11,280255193861,NaN,2020-02-18T23:31:28.000Z
XZC,ZCoin,zcoin,88,6.8,-0.15,0.06,-11.81,0.000668,5.252029651e+07,8.903755602239447e+06,1.1710737114421256e+07,7.72854e+06,7728540,2.14e+07,2020-02-18T23:31:28.000Z
QNT,Quant,quant,89,4.3,8.57,-0.09,-7.18,0.00042199999999999996,5.186320017e+07,2.9967191742728567e+06,2.4091610772750536e+06,1.2072738e+07,45467000,NaN,2020-02-18T23:31:28.000Z
BXK,Bitbook Gambling,bitbook-gambling,90,0.13560899999999998,0.34,4.8,-6.82,1.3000000000000001e-05,4.995673172e+07,575941.0281527826,555558.4307148685,3.68387491e+08,741456054,NaN,2020-02-18T23:31:28.000Z
MATIC,Matic Network,matic-network,91,0.021516,7.94,-0.36,-0.37,2e-06,4.680072706e+07,2.294532887492886e+07,2.1285447118445713e+07,2.175190262e+09,10000000000,NaN,2020-02-18T23:31:28.000Z
CHZ,Chiliz,chiliz,92,0.013789,-0.79,-0.68,32.5,1e-06,4.608175156e+07,3.917527285276835e+06,9.658791690116493e+06,3.341995514e+09,8888888888,NaN,2020-02-18T23:31:28.000Z
STRAT,Stratis,stratis,93,0.45709099999999997,6.77,1.26,-1.05,4.5e-05,4.555422273e+07,1.0700673424399984e+06,1.1111399180894748e+06,9.9661139e+07,99661139,NaN,2020-02-18T23:31:28.000Z
RIF,RIF Token,rif-token,94,0.091891,5.43,0.08,-0.31,9e-06,4.392202495e+07,6.7819969532207e+06,6.975552265971528e+06,4.77980957e+08,1000000000,NaN,2020-02-18T23:31:28.000Z
MX,MX Token,mx-token,95,0.16084400000000001,3.84,-0.44,-7.11,1.6e-05,4.342798118e+07,1.3982381537070643e+07,2.0126306804456074e+07,2.7e+08,977698919,NaN,2020-02-18T23:31:28.000Z
AION,Aion,aion,96,0.11986300000000001,1.52,-0.25,-6.19,1.2e-05,4.029400079e+07,6.519024549357446e+06,7.159615441377302e+06,3.3616581e+08,465934587,4.65934587e+08,2020-02-18T23:31:28.000Z
NRG,Energi,energi,97,1.56,-5.52,0.08,-17.64,0.000153,3.961674339e+07,475834.7126299823,438188.35901834344,2.5431672e+07,25431672,NaN,2020-02-18T23:31:28.000Z
LEND,EthLend,ethlend,98,0.03564,5.2,0.45,8.35,4e-06,3.921020347e+07,1.000632198596656e+06,2.5167846237255572e+06,1.100180877e+09,1299999942,1.299999942e+09,2020-02-18T23:31:28.000Z
WICC,WaykiChain,waykichain,99,0.205538,6.25,0.23,-7.11,2e-05,3.884667871e+07,3.1013063729022196e+06,4.07037152717668e+06,1.89e+08,210000000,NaN,2020-02-18T23:31:28.000Z
RCN,Ripio Credit Network,ripiocreditnetwork,100,0.077292,18.59,4.3,31.9,8e-06,3.813039088e+07,2.574225784863395e+06,1.122520915341748e+06,4.93330791e+08,999942647,1e+09,2020-02-18T23:31:28.000Z
BTC,Bitcoin,bitcoin,1,10173.58,5.14,0.59,3.98,1,1.8503389798674e+11,3.956706750042545e+10,3.933696572472287e+10,1.8187696e+07,18187696,2.1e+07,2020-02-18T23:36:29.000Z
ETH,Ethereum,ethereum,2,283.69,6.62,1.34,27.99,0.027891000000000003,3.105716193645e+10,2.5008118113591022e+10,2.4599655710829296e+10,1.09475492e+08,109475492,NaN,2020-02-18T23:36:29.000Z
XRP,XRP,ripple,3,0.298964,4.32,0.48,9.88,2.8999999999999997e-05,1.282840625214e+10,3.502492193716211e+09,3.63033979168028e+09,4.2909539227e+10,99991841593,1e+11,2020-02-18T23:36:29.000Z
BCH,Bitcoin Cash,bitcoin-cash,4,422.33,2.8,1.27,-6.13,0.041520999999999995,7.70701547521e+09,5.902863552520327e+09,7.178344220965618e+09,1.8248965e+07,18248965,2.1e+07,2020-02-18T23:36:29.000Z
BCHSV,Bitcoin SV,bitcoin-cash-sv,5,310.84,1.44,0.73,-14,0.030558999999999996,5.67163267495e+09,3.1580428852314324e+09,3.554355964201839e+09,1.8246402e+07,21000000,2.1e+07,2020-02-18T23:36:29.000Z
LTC,Litecoin,litecoin,6,77.54,5.93,0.76,4.42,0.0076230000000000004,4.98129864475e+09,5.686902228779171e+09,5.717111645922856e+09,6.4242483e+07,64242483,8.4e+07,2020-02-18T23:36:29.000Z
EOS,EOS,eos,7,4.6,5.53,0.58,-5.84,0.000453,4.27800646678e+09,4.397137371964332e+09,5.950796525245142e+09,9.29000281e+08,1006245120,1.00624512e+09,2020-02-18T23:36:29.000Z
USDT,Tether,tether,8,1,0.13,-0.03,0.33,9.9e-05,4.06070061526e+09,5.393036763241543e+10,5.632055178552428e+10,4.049107372e+09,4049107372,NaN,2020-02-18T23:36:29.000Z
BNB,Binance Coin,binance-coin,9,24.1,2.36,0.58,-2.87,0.002369,3.74825498552e+09,4.3718925986435205e+08,4.7035794940304375e+08,1.55536713e+08,192443301,2e+08,2020-02-18T23:36:29.000Z
XTZ,Tezos,tezos,10,3.48,10.61,2.04,32.53,0.000342,2.29784728728e+09,1.8491785637560004e+08,1.9763589404343504e+08,6.60373612e+08,763306930,NaN,2020-02-18T23:36:29.000Z
ADA,Cardano,cardano,11,0.063023,5.23,0.6,6,6e-06,1.63401025542e+09,1.727524771890009e+08,1.8637381441601658e+08,2.5927070538e+10,31112483745,4.5e+10,2020-02-18T23:36:29.000Z
LINK,ChainLink,chainlink,12,4.55,5.84,1.04,24.65,0.00044699999999999997,1.59136351279e+09,3.722903548564671e+08,4.651590527140632e+08,3.5e+08,1000000000,1e+09,2020-02-18T23:36:29.000Z
XLM,Stellar,stellar,13,0.076722,5.77,1.12,8.55,8e-06,1.53911607733e+09,4.658613938923426e+08,5.486672588092157e+08,2.0061035508e+10,104303927518,1.04303927518e+11,2020-02-18T23:36:29.000Z
TRX,TRON,tron,14,0.022708000000000002,4.75,0.91,3.79,2e-06,1.51424933498e+09,1.5095365764152224e+09,1.6246064414515328e+09,6.6682072191e+10,99000000000,NaN,2020-02-18T23:36:29.000Z
XMR,Monero,monero,15,86.25,3.32,0.51,3.65,0.008479,1.48126099363e+09,1.353265182748464e+08,1.6250884408791703e+08,1.7174299e+07,17174299,NaN,2020-02-18T23:36:29.000Z
ETC,Ethereum Classic,ethereum-classic,16,9.93,3.51,1.63,-15.56,0.000976,1.12196049921e+09,2.309772019418193e+09,3.1408437038888373e+09,1.12980348e+08,112980348,2.1e+08,2020-02-18T23:36:29.000Z
NEO,Neo,neo,17,15.5,3.21,0.82,17.15,0.001524,1.09309099932e+09,8.729151013919086e+08,1.0294388992691771e+09,7.0538831e+07,100000000,1e+08,2020-02-18T23:36:29.000Z
DASH,Dash,dash,18,115.98,1.16,0.92,-7.45,0.011401999999999999,1.07773349226e+09,7.256638902325953e+08,8.577069702321261e+08,9.292491e+06,9292491,1.89e+07,2020-02-18T23:36:29.000Z
LEO,UNUS SED LEO,unus-sed-leo,19,0.9809479999999999,0.68,-0.39,-3.07,9.6e-05,9.8045626068e+08,851260.4548584728,2.204921902435151e+06,9.99498893e+08,999498893,NaN,2020-02-18T23:36:29.000Z
ATOM,Cosmos,cosmos,20,4.43,3.67,0.52,-8.18,0.00043499999999999995,8.4405268467e+08,2.3678150457052708e+08,2.922726412057137e+08,1.90688439e+08,237928231,NaN,2020-02-18T23:36:29.000Z
HEDG,HedgeTrade,hedgetrade,21,2.92,9.49,2.57,13.17,0.00028700000000000004,8.4126043928e+08,1.2878086584612345e+06,1.1530572433586526e+06,2.88393355e+08,1000000000,NaN,2020-02-18T23:36:29.000Z
IOTA,IOTA,iota,22,0.290118,2.38,1.04,-10.94,2.8999999999999997e-05,8.0639303229e+08,1.986499961693052e+07,2.4636695218255073e+07,2.779530283e+09,2779530283,2.779530283e+09,2020-02-18T23:36:29.000Z
MKR,Maker,maker,23,632.35,4.19,-0.17,11.28,0.062169,6.3235277441e+08,7.752765839374736e+06,7.400861797501979e+06,1e+06,1000000,1e+06,2020-02-18T23:36:29.000Z
NEM,NEM,nem,24,0.06567200000000001,5.17,1.39,3.67,6e-06,5.9105234953e+08,4.4485640110963635e+07,5.772241269485004e+07,8.999999999e+09,8999999999,8.999999999e+09,2020-02-18T23:36:29.000Z
ZEC,Zcash,zcash,25,66,2.01,0.48,-4.07,0.006489,5.7672423536e+08,6.282843863285041e+08,9.34822535641028e+08,8.738531e+06,8738531,2.1e+07,2020-02-18T23:36:29.000Z
CRO,Crypto.com Chain,crypto-com-chain,26,0.061858,5.93,0.07,3.07,6e-06,5.7409542856e+08,1.2982648135388825e+07,1.6934905717849568e+07,9.280821918e+09,100000000000,NaN,2020-02-18T23:36:29.000Z
ONT,Ontology,ontology,27,0.9278129999999999,5.52,-0.29,0.39,9.1e-05,4.9497251131e+08,1.647803245241759e+08,1.954077202598241e+08,5.3348317e+08,1000000000,NaN,2020-02-18T23:36:29.000Z
USDC,USD Coin,usd-coin,28,0.9985870000000001,-0.13,0.03,-0.19,9.8e-05,4.3441773398e+08,2.2095161768731827e+08,2.0918992909665966e+08,4.35032301e+08,435032301,NaN,2020-02-18T23:36:29.000Z
VET,VeChain,vechain,29,0.007111,5.6,0.21,7.57,6.990000000000001e-07,3.9436172594e+08,1.409880040571055e+08,1.4096576344660273e+08,5.54547348e+10,86712634466,NaN,2020-02-18T23:36:29.000Z
BAT,Basic Attention Token,basic-attention-token,30,0.282853,5.9,0.28,0.21,2.8000000000000003e-05,3.6183327687e+08,6.314546955706687e+07,6.464743423695829e+07,1.279225522e+09,1500000000,NaN,2020-02-18T23:36:29.000Z
DOGE,Dogecoin,dogecoin,31,0.002852,4.61,1.4,-3.29,2.8e-07,3.5078295716e+08,1.2200927784722623e+08,1.2363065940003474e+08,1.23000276384e+11,123000276384,NaN,2020-02-18T23:36:29.000Z
MIN,MINDOL,mindol,32,1.85,58.48,-0.07,1.58,0.000182,2.879744411e+08,5.942595157198738e+06,4.013238070151269e+06,1.55379617e+08,240000000,NaN,2020-02-18T23:36:29.000Z
QTUM,Qtum,qtum,33,2.65,5.86,1.32,2.86,0.000261,2.5447283584e+08,5.248641845737387e+08,6.270847660212107e+08,9.5969372e+07,100909224,1.00909224e+08,2020-02-18T23:36:29.000Z
HT,Huobi Token,huobi-token,34,4.96,4.47,0.53,8.57,0.000488,2.4808299665e+08,2.9882996032994586e+08,4.330785541936728e+08,5.00002e+07,500000000,NaN,2020-02-18T23:36:29.000Z
DCR,Decred,decred,35,21.32,5.28,0.11,1.3,0.002097,2.349942737e+08,1.2753865609856895e+08,1.1927680704484521e+08,1.1019705e+07,11019705,2.1e+07,2020-02-18T23:36:29.000Z
LSK,Lisk,lisk,36,1.83,3.11,1.61,-10.88,0.00018,2.1880088826e+08,6.358692503532851e+06,7.7865209992766995e+06,1.19613215e+08,125643660,1.599184e+08,2020-02-18T23:36:29.000Z
TUSD,TrueUSD,trueusd,37,0.9993270000000001,-0.28,0.07,-0.08,9.8e-05,1.9535176175e+08,1.3567639720986614e+09,1.303966994033971e+09,1.95483256e+08,195483256,NaN,2020-02-18T23:36:29.000Z
BTG,Bitcoin Gold,bitcoingold,38,11.28,1.8,1.37,-16.64,0.001109,1.9463221488e+08,2.7706939776184324e+07,3.168083888417174e+07,1.7248611e+07,17348611,2.1e+07,2020-02-18T23:36:29.000Z
PAX,Paxos Standard Token,paxos-standard-token,39,0.9978100000000001,-0.17,-0.03,-0.25,9.8e-05,1.9394133642e+08,4.160909942480108e+08,4.088849348359888e+08,1.94366961e+08,194366961,NaN,2020-02-18T23:36:29.000Z
ICX,ICON,icon,40,0.385651,12.03,4.71,-3.65,3.8e-05,1.8914404243e+08,4.452306398818303e+07,4.248729562082764e+07,4.90453303e+08,800460000,NaN,2020-02-18T23:36:29.000Z
ZRX,0x,0x,41,0.30671,5.58,0.49,3.26,2.9999999999999997e-05,1.8417183071e+08,3.255870323794645e+07,4.088748560892775e+07,6.00475853e+08,1000000000,1e+09,2020-02-18T23:36:29.000Z
INB,Insight Chain,insight-chain,42,0.522968,3.23,0.33,-1.11,5.1e-05,1.8298804668e+08,5.790019310813809e+06,5.836748140264234e+06,3.49902689e+08,10000000000,NaN,2020-02-18T23:36:29.000Z
MONA,MonaCoin,monacoin,43,2.72,15.67,1.02,39.05,0.000267,1.7848808713e+08,4.3843090213062614e+07,1.0991923233520413e+07,6.5729675e+07,65729675,NaN,2020-02-18T23:36:29.000Z
OMG,OmiseGO,omisego,44,1.21,3.44,0.79,7.4,0.000118,1.690346444e+08,1.2476294498558795e+08,1.157944422889771e+08,1.40245398e+08,140245398,1.40245398e+08,2020-02-18T23:36:29.000Z
BCD,Bitcoin Diamond,bitcoin-diamond,45,0.8498389999999999,3.18,0.84,-13.79,8.4e-05,1.5848902634e+08,9.26198186648194e+06,1.269456693122828e+07,1.86492898e+08,186492898,2.1e+08,2020-02-18T23:36:29.000Z
REP,Augur,augur,46,14.28,2.69,1.2,-10.14,0.0014039999999999999,1.571167996e+08,1.4337288222574899e+07,1.3713728829263322e+07,1.1e+07,11000000,1.1e+07,2020-02-18T23:36:29.000Z
SC,Siacoin,siacoin,47,0.003594,23.18,1.45,69.21,3.53e-07,1.5029758914e+08,1.4467462043698354e+07,7.640055925907326e+06,4.1817047634e+10,41817047634,NaN,2020-02-18T23:36:29.000Z
RVN,Ravencoin,ravencoin,48,0.034598000000000004,3.31,1.09,2.11,3e-06,1.4795952524e+08,2.4924974874802675e+07,3.2676206851746593e+07,4.27648e+09,4276480000,2.1e+10,2020-02-18T23:36:29.000Z
WAVES,Waves,waves,49,1.47,9.97,2.52,1.41,0.000145,1.4713140634e+08,9.33014222956262e+07,7.740593320438616e+07,1e+08,100000000,1e+08,2020-02-18T23:36:29.000Z
NANO,Nano,nano,50,1.02,1.64,0.75,-2.84,0.0001,1.35770395e+08,4.565418460741085e+06,6.4712495742623415e+06,1.33248297e+08,133248297,1.33248297e+08,2020-02-18T23:36:29.000Z
OKB,OKB,okb,51,6.76,3.09,0.79,23.61,0.000665,1.3528527375e+08,2.343199291935759e+08,4.109276832533703e+08,2e+07,300000000,NaN,2020-02-18T23:36:29.000Z
SNX,Synthetix Network Token,synthetix-network-token,52,1,-1.82,0.69,-0.58,9.8e-05,1.2619049432e+08,954593.6396727076,1.49099589429987e+06,1.2595883e+08,125958830,NaN,2020-02-18T23:36:29.000Z
BTT,BitTorrent,bittorrent,53,0.000552,3.66,1.56,21.62,5.4299999999999997e-08,1.1718596075e+08,1.1962541371268773e+07,1.6413087077849928e+07,2.121165e+11,990000000000,NaN,2020-02-18T23:36:29.000Z
KCS,KuCoin Shares,kucoin-shares,54,1.3,4.9,0.03,2.89,0.000128,1.1567118128e+08,9.352316854081582e+06,8.195318038551723e+06,8.8745681e+07,180730576,NaN,2020-02-18T23:36:29.000Z
NEXO,Nexo,nexo,55,0.20575700000000002,1.61,1.12,10.19,2e-05,1.1522370901e+08,1.9658386462711472e+07,1.891232877161469e+07,5.60000011e+08,1000000000,NaN,2020-02-18T23:36:29.000Z
ABBC,ABBC Coin,abbc-coin,56,0.1095,14.91,0.35,4.71,1.1e-05,1.0993579861e+08,2.9487290744882483e+07,2.5034184556056615e+07,1.003981087e+09,1003981087,NaN,2020-02-18T23:36:29.000Z
ENJ,Enjin Coin,enjin-coin,57,0.140155,-0.28,0.75,0.8,1.4000000000000001e-05,1.0879920149e+08,2.4879696804906737e+07,1.877648552423567e+07,7.76278713e+08,1000000000,NaN,2020-02-18T23:36:29.000Z
HOT,Holo,holo,58,0.0008029999999999999,1.27,0.4,7.57,7.9e-08,1.0702320016e+08,7.032178071147622e+06,6.9436003550458765e+06,1.33214575156e+11,177619433541,NaN,2020-02-18T23:36:29.000Z
BTM,Bytom,bytom,59,0.10451400000000001,7.66,1.49,-4.8,1e-05,1.0477564518e+08,9.302720960959752e+07,1.0137445606785132e+08,1.002499275e+09,1407000000,1.407e+09,2020-02-18T23:36:29.000Z
BOTX,botXcoin,botxcoin,60,0.060160000000000005,7.26,1.3,29.94,6e-06,1.0452598852e+08,1.0117109351562464e+06,677169.8489832222,1.73747296e+09,5000000000,NaN,2020-02-18T23:36:29.000Z
DGD,DigixDAO,digixdao,61,50.73,8.98,0.44,23.55,0.004987,1.0145932693e+08,2.6365237818947975e+06,2.7217396764512034e+06,2e+06,2000000,2e+06,2020-02-18T23:36:29.000Z
THETA,Theta Token,theta-token,62,0.142759,5.14,2.22,13.64,1.4000000000000001e-05,1.0085975877e+08,1.0087883995254533e+07,9.58196478285982e+06,7.06502689e+08,1000000000,NaN,2020-02-18T23:36:29.000Z
DGB,Digibyte,digibyte,63,0.007628,1.15,-0.07,4.29,7.5e-07,9.735492022e+07,1.2376465472432598e+06,1.1897947498652367e+06,1.2763432261e+10,12763432261,2.1e+10,2020-02-18T23:36:29.000Z
VSYS,V Systems,v-systems,64,0.052961,7.85,1.3,17.19,5e-06,9.473780021e+07,6.160222420110069e+06,7.361793370342955e+06,1.788818695e+09,5217805440,NaN,2020-02-18T23:36:29.000Z
KMD,Komodo,komodo,65,0.801239,4.84,0.48,-9.42,7.900000000000001e-05,9.26572782e+07,3.553774682089786e+06,4.056555429393775e+06,1.15642437e+08,115642437,2e+08,2020-02-18T23:36:29.000Z
BTS,BitShares,bitshares,66,0.033727,2.39,1.11,-0.98,3e-06,9.244156846e+07,1.5956828378811985e+07,2.265832356250189e+07,2.74091e+09,2740910000,3.600570502e+09,2020-02-18T23:36:29.000Z
MCO,Crypto.com,monaco,67,5.8,6.62,0.94,-2.37,0.00057,9.164722108e+07,1.90284635615823e+07,2.675734025116467e+07,1.5793831e+07,31587682,3.1587682363206103e+07,2020-02-18T23:36:29.000Z
ALGO,Algorand,algorand,68,0.35299400000000003,7.59,2.45,-1.94,3.5e-05,9.151601927e+07,6.544560379707881e+07,7.528479852869618e+07,2.59256762e+08,2588969743,NaN,2020-02-18T23:36:29.000Z
HC,HyperCash,hypercash,69,2.09,7.94,-0.05,-4.81,0.000206,9.105165112e+07,2.6999058820965462e+06,4.290049457931416e+06,4.3529781e+07,43529781,8.4e+07,2020-02-18T23:36:29.000Z
ZEN,Horizen,zencash,70,12.54,1.59,0.73,6.35,0.001233,9.010350502e+07,1.814613296903831e+06,1.5640724759623932e+06,7.185725e+06,7185725,2.1e+07,2020-02-18T23:36:29.000Z
STEEM,STEEM,steem,71,0.251936,15.31,-1.47,20.82,2.5e-05,8.625191363e+07,2.8335939298042245e+06,1.8767449826769903e+06,3.42356149e+08,342356149,NaN,2020-02-18T23:36:29.000Z
IOST,IOStoken,iostoken,72,0.006818,4.36,0.33,-5.1,6.7e-07,8.191541478e+07,4.0983185198262535e+07,5.865648188130887e+07,1.2013965609e+10,21000000000,2.1e+10,2020-02-18T23:36:29.000Z
XVG,Verge,verge,73,0.004984000000000001,4.27,0.31,0.71,4.9e-07,7.924811653e+07,2.3772561175634777e+06,2.8401898973769983e+06,1.5900663549e+10,15900663549,1.6555e+10,2020-02-18T23:36:29.000Z
KNC,Kyber Network,kyber-network,74,0.470818,11.79,0.72,34.35,4.6e-05,7.903361689e+07,2.3080201531836554e+07,1.547053046256085e+07,1.67864614e+08,215625349,2.26e+08,2020-02-18T23:36:29.000Z
DAI,Dai,dai,75,0.99979,0.1,-0.05,-0.15,9.8e-05,7.824618047e+07,1.826484798260242e+07,2.141650169957684e+07,7.8262606e+07,78262606,NaN,2020-02-18T23:36:29.000Z
SNT,Status Network Token,status,76,0.020779,11.47,1.28,21.68,2e-06,7.211295898e+07,3.1600391229992487e+07,3.09157559937319e+07,3.470483788e+09,6804870174,NaN,2020-02-18T23:36:29.000Z
GNT,Golem,golem-network-tokens,77,0.074263,8.84,0.58,37.57,7.000000000000001e-06,7.162314236e+07,5.466269205563305e+06,5.312532218096346e+06,9.6445e+08,1000000000,NaN,2020-02-18T23:36:29.000Z
DX,DxChain Token,dxchain-token,78,0.0015140000000000002,13.76,-0.87,38.32,1.49e-07,7.003105499e+07,2.5729147235346516e+06,2.214566593763929e+06,4.625e+10,100000000000,NaN,2020-02-18T23:36:29.000Z
MANA,Decentraland,decentraland,79,0.065959,17.04,-0.71,12.36,6e-06,6.926649723e+07,4.1035476017996706e+07,3.247762052330552e+07,1.050141509e+09,2644403343,NaN,2020-02-18T23:36:29.000Z
ARDR,Ardor,ardor,80,0.068655,11.48,-0.03,11.17,7.000000000000001e-06,6.858635457e+07,811508.1357749201,695717.5763248561,9.98999495e+08,998999495,9.98999495e+08,2020-02-18T23:36:29.000Z
ELF,aelf,aelf,81,0.13714,4.94,1.23,43,1.3000000000000001e-05,6.853991103e+07,6.978469206608985e+07,1.0057879811038445e+08,4.9978e+08,499780000,1e+09,2020-02-18T23:36:29.000Z
ZIL,Zilliqa,zilliqa,82,0.007849,6.27,0.27,3.91,7.72e-07,6.819045601e+07,1.3508303681073103e+07,1.7180128510431603e+07,8.687360058e+09,12600000000,NaN,2020-02-18T23:36:29.000Z
SEELE,Seele,seele,83,0.09088500000000001,-0.5,0.83,-7.01,9e-06,6.2962762e+07,3.0079595853693992e+07,3.0004784713311262e+07,6.92776387e+08,1000000000,NaN,2020-02-18T23:36:29.000Z
AE,Aeternity,aeternity,84,0.216916,5.5,1.13,-5.99,2.1e-05,6.080870714e+07,2.1970888224942204e+07,2.0913582112974826e+07,2.80333087e+08,280333087,NaN,2020-02-18T23:36:29.000Z
ZB,ZB,zb,85,0.341055,3.31,0.32,-3.67,3.4e-05,5.565974463e+07,3.8966586409791015e+07,3.0684998459888186e+07,1.6319881e+08,2100000000,NaN,2020-02-18T23:36:29.000Z
